package,version,snapshot_time,folder,subfolder,submission_time
ascentTraining,1.0.0,2022-04-26 13:19:01,newbies,NA,2022-04-22 14:32:00
AsymmetricSORDs,1.0.0,2022-04-26 13:19:01,newbies,NA,2022-04-25 15:46:00
BED,1.4.8,2022-04-26 13:19:01,publish,NA,2022-04-26 07:14:00
biocompute,1.1.1,2022-04-26 13:19:01,waiting,NA,2022-04-26 06:54:00
CircularSilhouette,0.0.1,2022-04-26 13:19:01,newbies,NA,2022-04-22 19:40:00
concstats,0.1.0,2022-04-26 13:19:01,newbies,NA,2022-04-22 14:19:00
conductor,0.1.0,2022-04-26 13:19:01,newbies,NA,2022-04-26 07:53:00
duckdb,0.3.3,2022-04-26 13:19:01,waiting,NA,2022-04-11 17:43:00
ecotraj,0.0.3,2022-04-26 13:19:01,pending,NA,2022-04-26 08:00:00
eventglm,1.2.2,2022-04-26 13:19:01,publish,NA,2022-04-26 10:37:00
forceR,1.0.12,2022-04-26 13:19:01,newbies,NA,2022-04-26 10:24:00
fossilbrush,1.0,2022-04-26 13:19:01,newbies,NA,2022-04-22 18:56:00
GE,0.2.9,2022-04-26 13:19:01,inspect,NA,2022-04-23 02:57:00
ggtrendline,1.0.3,2022-04-26 13:19:01,newbies,NA,2022-04-24 04:40:00
GIGrvg,0.6,2022-04-26 13:19:01,waiting,NA,2022-04-26 06:54:00
gson,0.0.3,2022-04-26 13:19:01,newbies,NA,2022-04-23 11:13:00
guix.install,1.0.0,2022-04-26 13:19:01,inspect,NA,2022-04-26 06:49:00
haarfisz,4.5.1,2022-04-26 13:19:01,newbies,NA,2022-04-25 14:17:00
iCAMP,1.5.10,2022-04-26 13:19:01,inspect,NA,2022-04-25 17:53:00
iForecast,1.0.5,2022-04-26 13:19:01,publish,NA,2022-04-26 09:04:00
ihclust,0.1.0,2022-04-26 13:19:01,newbies,NA,2022-04-22 17:22:00
incubate,1.1.5,2022-04-26 13:19:01,newbies,NA,2022-04-22 22:14:00
iq,1.9.6,2022-04-26 13:19:01,inspect,NA,2022-04-26 09:38:00
lfc,0.2.2,2022-04-26 13:19:01,newbies,NA,2022-04-25 08:43:00
logicDT,1.0.2,2022-04-26 13:19:01,publish,NA,2022-04-25 19:53:00
LqG,0.1.0,2022-04-26 13:19:01,newbies,NA,2022-04-25 01:55:00
maddison,0.2,2022-04-26 13:19:01,inspect,NA,2022-04-26 08:37:00
mlearning,1.1.1,2022-04-26 13:19:01,recheck,NA,2022-04-26 09:27:00
numberofalleles,1.0,2022-04-26 13:19:01,newbies,NA,2022-04-24 04:14:00
oottest,0.9.1,2022-04-26 13:19:01,newbies,NA,2022-04-25 09:42:00
oscar,1.0.1,2022-04-26 13:19:01,newbies,NA,2022-04-22 18:38:00
pcaPP,2.0-1,2022-04-26 13:19:01,recheck,NA,2022-04-26 07:16:00
persDx,0.1.0,2022-04-26 13:19:01,newbies,NA,2022-04-25 21:06:00
pmparser,1.0.9,2022-04-26 13:19:01,waiting,NA,2022-04-25 17:50:00
raster,3.5-18,2022-04-26 13:19:01,waiting,NA,2022-04-13 16:00:00
rbounds,2.2,2022-04-26 13:19:01,waiting,NA,2022-04-20 17:47:00
rminqa,0.1.0,2022-04-26 13:19:01,newbies,NA,2022-04-24 05:49:00
SCIBER,0.1.1,2022-04-26 13:19:01,newbies,NA,2022-04-25 17:36:00
scidesignR,1.0.0,2022-04-26 13:19:01,newbies,NA,2022-04-22 21:20:00
SecDim,1.2,2022-04-26 13:19:01,newbies,NA,2022-04-25 14:57:00
sensobol,1.1.1,2022-04-26 13:19:01,pretest,NA,2022-04-26 11:13:00
shinyGizmo,0.1,2022-04-26 13:19:01,newbies,NA,2022-04-25 08:43:00
shinytest2,0.1.0,2022-04-26 13:19:01,newbies,NA,2022-04-23 16:24:00
stanette,2.21.3,2022-04-26 13:19:01,newbies,NA,2022-04-25 14:40:00
theft,0.3.9.5,2022-04-26 13:19:01,newbies,NA,2022-04-25 07:28:00
tidycwl,1.0.7,2022-04-26 13:19:01,waiting,NA,2022-04-26 06:54:00
TripleR,1.5.4,2022-04-26 13:19:01,recheck,NA,2022-04-26 07:38:00
