package,version,snapshot_time,folder,subfolder
pould,1.0.1,2020-10-14 15:14:44,newbies,NA
PressPurt,1.0.2,2020-10-14 15:14:44,newbies,NA
provExplainR,1.0,2020-10-14 15:14:44,newbies,NA
rameritrade,0.1.4,2020-10-14 15:14:44,newbies,NA
Ravages,0.1,2020-10-14 15:14:44,newbies,NA
RcppArmadillo,0.10.1.0.0,2020-10-14 15:14:44,waiting,NA
representr,0.1.0,2020-10-14 15:14:44,newbies,NA
restaurant,0.1.0,2020-10-14 15:14:44,newbies,NA
ribiosUtils,1.5-18,2020-10-14 15:14:44,newbies,NA
ricu,0.1.1,2020-10-14 15:14:44,newbies,NA
RxODE,0.9.2-1,2020-10-14 15:14:44,pending,NA
SBAGM,0.1.0,2020-10-14 15:14:44,newbies,NA
sccore,0.1.1,2020-10-14 15:14:44,pending,NA
shinypanel,0.1.2,2020-10-14 15:14:44,newbies,NA
shinyscreenshot,0.1.0,2020-10-14 15:14:44,newbies,NA
singcar,0.1.0,2020-10-14 15:14:44,newbies,NA
smd,0.6.6,2020-10-14 15:14:44,newbies,NA
Smisc,0.4.0,2020-10-14 15:14:44,newbies,NA
Snake,1.0,2020-10-14 15:14:44,newbies,NA
SoundShape,1.0,2020-10-14 15:14:44,newbies,NA
sparkplugs,0.0.1,2020-10-14 15:14:44,newbies,NA
sparta,0.5.0,2020-10-14 15:14:44,newbies,NA
starwarsdb,0.1.0,2020-10-14 15:14:44,newbies,NA
survivalmodels,0.1.0,2020-10-14 15:14:44,newbies,NA
swdpwr,1.1,2020-10-14 15:14:44,newbies,NA
tator,0.0.1,2020-10-14 15:14:44,newbies,NA
tdaunif,0.1.0,2020-10-14 15:14:44,newbies,NA
testthat,3.0.0,2020-10-14 15:14:44,waiting,NA
thorn,0.1.0,2020-10-14 15:14:44,newbies,NA
TraitStats,1.0.0,2020-10-14 15:14:44,newbies,NA
trending,0.0.1.0,2020-10-14 15:14:44,newbies,NA
vimpclust,0.1.0,2020-10-14 15:14:44,newbies,NA
viscomplexr,1.0.0,2020-10-14 15:14:44,newbies,NA
vlad,0.2.1,2020-10-14 15:14:44,human,UL
winch,0.0.2,2020-10-14 15:14:44,pending,NA
wsjplot,0.1.0,2020-10-14 15:14:44,newbies,NA
