package,version,snapshot_time,folder,subfolder,submission_time
Allspice,1.0.2,2022-02-18 10:20:00,newbies,NA,2022-02-18 01:31:00
biosensors.usc,1.0,2022-02-18 10:20:00,inspect,NA,2022-02-17 20:05:00
BoutrosLab.plotting.general,7.0.0,2022-02-18 10:20:00,waiting,NA,2022-02-17 13:59:00
casabourse,1.1.0,2022-02-18 10:20:00,waiting,NA,2022-02-17 13:05:00
cassowaryr,1.0.1,2022-02-18 10:20:00,waiting,NA,2022-02-02 04:14:00
classyfireR,0.3.8,2022-02-18 10:20:00,newbies,NA,2022-02-17 23:57:00
clustAnalytics,0.3,2022-02-18 10:20:00,newbies,NA,2022-02-18 00:19:00
cmcR,0.1.9,2022-02-18 10:20:00,inspect,NA,2022-02-17 23:08:00
contribution,0.2.1,2022-02-18 10:20:00,waiting,NA,2022-02-13 01:46:00
FAVAR,0.1.1,2022-02-18 10:20:00,waiting,NA,2022-02-17 00:50:00
FSA,0.9.3,2022-02-18 10:20:00,pending,NA,2022-02-17 14:50:00
GenomeAdmixR,2.1.3,2022-02-18 10:20:00,pending,NA,2022-02-17 10:45:00
geobr,1.6.6,2022-02-18 10:20:00,waiting,NA,2022-02-04 14:04:00
gmpoly,1.0.0,2022-02-18 10:20:00,newbies,NA,2022-02-18 03:40:00
icesAdvice,2.1.1,2022-02-18 10:20:00,inspect,NA,2022-02-17 19:00:00
ImpactEffectsize,0.6.2,2022-02-18 10:20:00,pending,NA,2022-02-17 13:01:00
isotracer,1.1.2,2022-02-18 10:20:00,pending,NA,2022-02-16 16:57:00
leafletR,0.4-1,2022-02-18 10:20:00,inspect,NA,2022-02-17 21:28:00
ltm,1.2-0,2022-02-18 10:20:00,recheck,NA,2022-02-18 09:11:00
mwaved,1.1.9,2022-02-18 10:20:00,inspect,NA,2022-02-18 00:04:00
OptHoldoutSize,0.1.0.0,2022-02-18 10:20:00,inspect,NA,2022-02-17 18:44:00
protti,0.2.2,2022-02-18 10:20:00,inspect,NA,2022-02-16 20:03:00
rankFD,0.1.1,2022-02-18 10:20:00,inspect,NA,2022-02-10 21:17:00
robslopes,1.1.0,2022-02-18 10:20:00,pretest,NA,2022-02-17 12:21:00
spatstat,2.3-2,2022-02-18 10:20:00,waiting,NA,2022-02-17 01:21:00
SqlRender,1.9.0,2022-02-18 10:20:00,pretest,NA,2022-02-18 09:17:00
supercells,0.8.2,2022-02-18 10:20:00,pretest,NA,2022-02-17 12:23:00
tableeasy,1.1.0,2022-02-18 10:20:00,newbies,NA,2022-02-18 07:22:00
torch,0.7.0,2022-02-18 10:20:00,pending,NA,2022-02-15 16:37:00
udunits2,0.13.3,2022-02-18 10:20:00,waiting,NA,2022-02-17 04:34:00
water,0.8.4,2022-02-18 10:20:00,pending,NA,2022-02-16 15:52:00
