"","subfolder","snapshot_time","year","time","package","version","submission_time","howlongago","submitted","folder"
"190","recheck",2020-09-12 07:13:00,"2020","18:47","inlmisc","0.5.2",2020-09-09 16:47:00,2.6,"2.6 day(s) ago","recheck"
"191","UL",2020-09-12 07:13:00,"2020","17:53","vlad","0.2.1",2020-08-24 15:53:00,18.6,"18.6 day(s) ago","human"
"192","waiting",2020-09-12 07:13:00,"2020","23:24","swagger","3.33.0",2020-09-11 21:24:00,0.4,"0.4 day(s) ago","waiting"
"193","waiting",2020-09-12 07:13:00,"2020","15:11","iarm","0.4.2",2020-09-11 13:11:00,0.8,"0.8 day(s) ago","waiting"
"194","waiting",2020-09-12 07:13:00,"2020","11:56","carat","1.3.1",2020-09-11 09:56:00,0.9,"0.9 day(s) ago","waiting"
"195","waiting",2020-09-12 07:13:00,"2020","01:22","mem","2.16",2020-09-10 23:22:00,1.3,"1.3 day(s) ago","waiting"
"196","waiting",2020-09-12 07:13:00,"2020","16:26","BayesSUR","1.2-3",2020-09-10 14:26:00,1.7,"1.7 day(s) ago","waiting"
"197","waiting",2020-09-12 07:13:00,"2020","21:46","FCSlib","1.2.1",2020-09-08 19:46:00,3.5,"3.5 day(s) ago","waiting"
"198","waiting",2020-09-12 07:13:00,"2020","19:45","PhysActBedRest","1.1",2020-09-04 17:45:00,7.6,"7.6 day(s) ago","waiting"
"199","waiting",2020-09-12 07:13:00,"2020","22:14","mosaicCore","0.7.0",2020-08-29 20:14:00,13.5,"13.5 day(s) ago","waiting"
"200","waiting",2020-09-12 07:13:00,"2020","00:02","gitear","1.0.0",2020-08-26 22:02:00,16.4,"16.4 day(s) ago","waiting"
