package,version,snapshot_time,folder,subfolder,submission_time
BayesGmed,0.0.1,2023-11-07 14:24:25,newbies,NA,2023-11-07 11:11:00
BeeBDC,1.0.0,2023-11-07 14:24:25,human,UL,2023-09-13 08:55:00
EMA,1.0.0,2023-11-07 14:24:25,pretest,NA,2023-11-06 00:33:00
EcoIndR,2.0,2023-11-07 14:24:25,pending,NA,2023-11-06 21:07:00
EpiNow2,1.3.3,2023-11-07 14:24:25,human,UL,2022-11-01
ExtrPatt,0.1-4,2023-11-07 14:24:25,newbies,NA,2023-11-07 10:14:00
Matrix,1.6-2,2023-11-07 14:24:25,waiting,NA,2023-11-06 09:28:00
NonlinearRDD,0.0.4,2023-11-07 14:24:25,waiting,NA,2023-11-01 13:50:00
PBSmodelling,2.69.3,2023-11-07 14:24:25,waiting,NA,2023-10-26 17:46:00
RFlocalfdr,0.8.3,2023-11-07 14:24:25,newbies,NA,2023-11-07 08:16:00
Rfast,2.0.8,2023-11-07 14:24:25,human,UL,2023-06-25 16:58:00
SPEDInstabR,2.1,2023-11-07 14:24:25,pending,NA,2023-11-06 21:25:00
SSN2,0.1.0,2023-11-07 14:24:25,pretest,NA,2023-11-06 17:04:00
SeaVal,1.0.0,2023-11-07 14:24:25,pretest,NA,2023-11-07 13:36:00
adbcpostgresql,0.6.0,2023-11-07 14:24:25,human,UL,2023-08-31 16:54:00
adproclus,1.0.1,2023-11-07 14:24:25,newbies,NA,2023-11-06 19:56:00
aedseo,0.1.0,2023-11-07 14:24:25,newbies,NA,2023-11-07 09:03:00
animint2,2023.3.10,2023-11-07 14:24:25,human,UL,2023-03-12
bskyr,0.0.2,2023-11-07 14:24:25,newbies,NA,2023-11-06 20:12:00
bvhar,1.0.0,2023-11-07 14:24:25,newbies,NA,2023-11-07 12:22:00
cargo,0.3.12,2023-11-07 14:24:25,human,UL,2022-09-28
cgalMeshes,2.2.0,2023-11-07 14:24:25,human,UL,2023-06-24 20:23:00
climate,1.1.0,2023-11-07 14:24:25,human,UL,2022-10-12
clpAPI,1.3.2,2023-11-07 14:24:25,human,UL,2022-10-21
coala,0.7.1,2023-11-07 14:24:25,human,UL,2022-12-30
comradesOO,0.1.1,2023-11-07 14:24:25,waiting,NA,2023-11-03 13:56:00
cplexAPI,1.5.1,2023-11-07 14:24:25,human,UL,2022-10-21
crosstalk,1.2.1,2023-11-07 14:24:25,waiting,NA,2023-11-06 17:14:00
dodgr,0.2.21,2023-11-07 14:24:25,human,UL,2023-06-01 15:00:00
et.nwfva,0.1.1,2023-11-07 14:24:25,human,UL,2022-11-22
factset.protobuf.stachextensions,1.0.2,2023-11-07 14:24:25,human,UL,2022-11-18
fritools,4.0.0,2023-11-07 14:24:25,human,UL,2022-10-12
gdalraster,1.0.0,2023-11-07 14:24:25,human,UL,2023-05-05
ggformula,0.12.0,2023-11-07 14:24:25,waiting,NA,2023-11-05 01:22:00
gifski,1.12.0-2,2023-11-07 14:24:25,human,UL,2023-08-09 11:13:00
imf.data,0.1.0,2023-11-07 14:24:25,newbies,NA,2023-11-07 06:35:00
keyplayer,1.0.4,2023-11-07 14:24:25,pretest,NA,2023-11-06 00:45:00
lavaanExtra,0.1.9.pdf,2023-11-07 14:24:25,human,UL,2023-10-15 15:38:00
mMARCH.AC,2.9.2.0,2023-11-07 14:24:25,human,UL,2023-07-07 15:37:00
mapStats,3.1,2023-11-07 14:24:25,newbies,NA,2023-11-07 08:40:00
mdsdt,1.3,2023-11-07 14:24:25,human,UL,2023-10-15 15:52:00
mlrv,0.1.0,2023-11-07 14:24:25,newbies,NA,2023-11-06 23:26:00
new.dist,0.1.0,2023-11-07 14:24:25,newbies,NA,2023-11-06 19:41:00
parfm,2.7.7,2023-11-07 14:24:25,human,UL,2022-11-25
pretest,0.2,2023-11-07 14:24:25,human,UL,2023-10-16 20:38:00
remify,3.2.0,2023-11-07 14:24:25,newbies,NA,2023-11-07 12:45:00
rlinkedinads,0.1.0,2023-11-07 14:24:25,pretest,NA,2023-11-07 13:44:00
rvec,0.0.5,2023-11-07 14:24:25,newbies,NA,2023-11-07 03:46:00
sccore,1.0.3,2023-11-07 14:24:25,human,UL,2023-03-12
sfdct,0.2.0,2023-11-07 14:24:25,pretest,NA,2023-11-06 00:40:00
shapley,0.1,2023-11-07 14:24:25,newbies,NA,2023-11-07 10:48:00
text2vec,0.6.4,2023-11-07 14:24:25,waiting,NA,2023-10-31 12:17:00
timevarcorr,0.1.1,2023-11-07 14:24:25,newbies,NA,2023-11-06 22:21:00
variationalDCM,1.0.0,2023-11-07 14:24:25,newbies,NA,2023-11-07 11:54:00
versioning,0.1.0,2023-11-07 14:24:25,newbies,NA,2023-11-06 20:45:00
vivid,0.2.6,2023-11-07 14:24:25,human,UL,2023-04-03
