package,version,snapshot_time,folder,subfolder,submission_time
airGRdatasets,0.1.2,2022-11-03 05:42:53,waiting,NA,2022-10-26 15:04:00
aisoph,0.1,2022-11-03 05:42:53,inspect,NA,2022-11-03 05:02:00
Boom,0.9.11,2022-11-03 05:42:53,waiting,NA,2022-10-18 18:01:00
cargo,0.3.12,2022-11-03 05:42:53,inspect,NA,2022-09-28 05:53:00
catnet,1.16.1,2022-11-03 05:42:53,waiting,NA,2022-10-24 01:51:00
CDatanet,2.0.2,2022-11-03 05:42:53,waiting,NA,2022-10-20 19:30:00
climate,1.1.0,2022-11-03 05:42:53,pending,NA,2022-10-12 14:28:00
clpAPI,1.3.2,2022-11-03 05:42:53,human,UL,2022-10-21 13:20:00
cmbClust,0.0.1,2022-11-03 05:42:53,newbies,NA,2022-11-02 22:24:00
cplexAPI,1.5.1,2022-11-03 05:42:53,human,UL,2022-10-21 13:23:00
ctmm,1.1.0,2022-11-03 05:42:53,inspect,NA,2022-11-03 02:39:00
datana,1.0.1,2022-11-03 05:42:53,newbies,NA,2022-11-02 22:29:00
dparser,1.3.1-9,2022-11-03 05:42:53,pending,NA,2022-11-02 12:43:00
Ease,0.1.2,2022-11-03 05:42:53,waiting,NA,2022-10-19 08:45:00
eco,4.0-3,2022-11-03 05:42:53,inspect,NA,2022-11-03 02:22:00
elections.dtree,1.0.1,2022-11-03 05:42:53,pending,NA,2022-10-11 21:51:00
EpiNow2,1.3.3,2022-11-03 05:42:53,human,UL,2022-11-01 15:20:00
ExomeDepth,1.1.16,2022-11-03 05:42:53,newbies,NA,2022-11-02 21:59:00
fanc,2.3.7,2022-11-03 05:42:53,waiting,NA,2022-10-20 14:37:00
fritools,4.0.0,2022-11-03 05:42:53,pending,NA,2022-10-12 14:47:00
fwildclusterboot,0.12.1,2022-11-03 05:42:53,pending,NA,2022-10-29 17:23:00
GENLIB,1.1.7,2022-11-03 05:42:53,waiting,NA,2022-11-02 14:24:00
ggalignment,1.0.0.9001,2022-11-03 05:42:53,newbies,NA,2022-11-02 23:52:00
ggplot2,3.4.0,2022-11-03 05:42:53,waiting,NA,2022-10-31 14:31:00
HTRX,1.0.8,2022-11-03 05:42:53,waiting,NA,2022-10-12 15:45:00
ICSsmoothing,1.2.6,2022-11-03 05:42:53,waiting,NA,2022-10-23 20:53:00
kfino,1.0.0,2022-11-03 05:42:53,publish,NA,2022-10-07 08:14:00
kfino,1.0.0,2022-11-03 05:42:53,human,UL,2022-10-20 10:22:00
lvec,0.2.5,2022-11-03 05:42:53,pending,NA,2022-10-22 16:51:00
Matrix,1.5-2,2022-11-03 05:42:53,waiting,NA,2022-10-22 22:07:00
mcbette,1.15.1,2022-11-03 05:42:53,human,UL,2022-11-02 11:15:00
mcbette,1.15.1,2022-11-03 05:42:53,waiting,NA,2022-10-28 13:18:00
mmodely,0.2.0,2022-11-03 05:42:53,inspect,NA,2022-11-02 23:54:00
mmodely,0.2.0,2022-11-03 05:42:53,newbies,NA,2022-11-02 19:08:00
