package,version,snapshot_time,folder,subfolder,submission_time
AMR,1.8.1,2022-03-16 21:21:40,inspect,NA,2022-03-16 18:23:00
bootCT,1.0,2022-03-16 21:21:40,inspect,NA,2022-03-16 16:44:00
BoutrosLab.plotting.general,7.0.3,2022-03-16 21:21:40,inspect,NA,2022-03-15 18:14:00
combinIT,1.0.0,2022-03-16 21:21:40,newbies,NA,2022-03-15 20:55:00
disprose,0.1.6,2022-03-16 21:21:40,waiting,NA,2022-03-07 01:30:00
dQTG.seq,1.0,2022-03-16 21:21:40,newbies,NA,2022-03-16 13:45:00
dsm,2.3.2,2022-03-16 21:21:40,inspect,NA,2022-03-16 17:25:00
FlywayNet,0.1.1,2022-03-16 21:21:40,waiting,NA,2022-03-14 16:25:00
ggmice,0.0.1,2022-03-16 21:21:40,newbies,NA,2022-03-16 18:36:00
glmnet,4.1-4,2022-03-16 21:21:40,waiting,NA,2022-03-09 00:25:00
gmp,0.6-5,2022-03-16 21:21:40,waiting,NA,2022-03-16 17:26:00
gratia,0.7.1,2022-03-16 21:21:40,inspect,NA,2022-03-16 19:10:00
IDSL.SUFA,1.0,2022-03-16 21:21:40,newbies,NA,2022-03-16 13:10:00
IPMRF,1.2.1,2022-03-16 21:21:40,pending,NA,2022-03-15 18:29:00
Matrix,1.4-1,2022-03-16 21:21:40,waiting,NA,2022-03-09 11:10:00
monashtipr,0.1.0,2022-03-16 21:21:40,newbies,NA,2022-03-16 11:23:00
multiversion,0.3.5,2022-03-16 21:21:40,newbies,NA,2022-03-15 18:54:00
packageRank,0.6.0,2022-03-16 21:21:40,pretest,NA,2022-03-16 20:14:00
parsel,0.1.1,2022-03-16 21:21:40,newbies,NA,2022-03-16 10:26:00
quickcheck,0.1.2,2022-03-16 21:21:40,inspect,NA,2022-03-16 17:39:00
rattle,5.4.16,2022-03-16 21:21:40,waiting,NA,2022-03-14 19:32:00
Rcpp,1.0.8.3,2022-03-16 21:21:40,recheck,NA,2022-03-13 17:50:00
RcppAlgos,2.5.0,2022-03-16 21:21:40,recheck,NA,2022-03-16 15:22:00
RcppThread,2.1.3,2022-03-16 21:21:40,inspect,NA,2022-03-16 19:28:00
RGCxGC,1.1-2.1,2022-03-16 21:21:40,inspect,NA,2022-03-16 15:47:00
rgdal,1.5-29,2022-03-16 21:21:40,recheck,NA,2022-03-15 12:18:00
RNAseqQC,0.1.0,2022-03-16 21:21:40,newbies,NA,2022-03-16 13:15:00
SEset,1.0.1,2022-03-16 21:21:40,newbies,NA,2022-03-16 16:40:00
sftime,0.2-0,2022-03-16 21:21:40,newbies,NA,2022-03-16 18:31:00
staRdom,1.1.25,2022-03-16 21:21:40,waiting,NA,2022-03-10 09:49:00
statgenMPP,1.0.0,2022-03-16 21:21:40,newbies,NA,2022-03-16 10:02:00
stppSim,1.0.0,2022-03-16 21:21:40,newbies,NA,2022-03-16 03:07:00
targets,0.11.0,2022-03-16 21:21:40,inspect,NA,2022-03-16 04:27:00
tidytidbits,0.3.2,2022-03-16 21:21:40,recheck,NA,2022-03-16 19:48:00
TrustVDJ,0.1.0,2022-03-16 21:21:40,newbies,NA,2022-03-16 08:19:00
waldo,0.4.0,2022-03-16 21:21:40,recheck,NA,2022-03-16 15:49:00
wdnr.gis,0.1.3,2022-03-16 21:21:40,newbies,NA,2022-03-16 14:37:00
workflows,0.2.5,2022-03-16 21:21:40,recheck,NA,2022-03-16 17:45:00
