package,version,snapshot_time,folder,subfolder,submission_time
allMT,0.1.0,2023-04-18 08:22:29,newbies,NA,2023-04-15 14:54:00
animint2,2023.3.10,2023-04-18 08:22:29,human,UL,2023-03-12 03:04:00
bark,1.0.4,2023-04-18 08:22:29,newbies,NA,2023-04-18 02:23:00
BayesQVGEL,0.1.1,2023-04-18 08:22:29,inspect,NA,2023-04-18 01:32:00
btergm,1.10.9,2023-04-18 08:22:29,inspect,NA,2023-04-14 19:39:00
cargo,0.3.12,2023-04-18 08:22:29,human,UL,2022-09-28 00:00:00
cdgd,0.3.0,2023-04-18 08:22:29,newbies,NA,2023-04-17 19:10:00
climate,1.1.0,2023-04-18 08:22:29,human,UL,2022-10-12 00:00:00
clpAPI,1.3.2,2023-04-18 08:22:29,human,UL,2022-10-21 14:20:00
coala,0.7.1,2023-04-18 08:22:29,human,UL,2022-12-30 16:35:00
COMBO,1.0.0,2023-04-18 08:22:29,newbies,NA,2023-04-17 17:26:00
cplexAPI,1.5.1,2023-04-18 08:22:29,human,UL,2022-10-21 14:23:00
cyclotomic,1.0.0,2023-04-18 08:22:29,newbies,NA,2023-04-17 13:14:00
DateTimeRangePicker,1.0.0,2023-04-18 08:22:29,newbies,NA,2023-04-17 11:23:00
dual.spls,0.1.4,2023-04-18 08:22:29,newbies,NA,2023-04-17 17:19:00
edu.upenn.pcla.alpha.correction.bh,0.0.1,2023-04-18 08:22:29,waiting,NA,2023-04-13 05:36:00
EpiNow2,1.3.3,2023-04-18 08:22:29,human,UL,2022-11-01 16:20:00
et.nwfva,0.1.1,2023-04-18 08:22:29,human,UL,2022-11-22 10:51:00
factset.protobuf.stachextensions,1.0.2,2023-04-18 08:22:29,human,UL,2022-11-18 13:46:00
fixr,0.1.0,2023-04-18 08:22:29,newbies,NA,2023-04-17 19:50:00
fqacalc,1.0.0,2023-04-18 08:22:29,newbies,NA,2023-04-17 23:26:00
fritools,4.0.0,2023-04-18 08:22:29,human,UL,2022-10-12 00:00:00
funStatTest,1.0.1,2023-04-18 08:22:29,newbies,NA,2023-04-17 09:45:00
gghist,0.1.0,2023-04-18 08:22:29,newbies,NA,2023-04-15 09:18:00
GLMMselect,1.0.0,2023-04-18 08:22:29,newbies,NA,2023-04-17 16:04:00
gmGeostats,0.11.3,2023-04-18 08:22:29,newbies,NA,2023-04-17 16:34:00
groupFusedMulti,0.1,2023-04-18 08:22:29,human,VW,2023-04-11 20:08:00
GUniFrac,1.8,2023-04-18 08:22:29,waiting,NA,2023-04-06 00:14:00
healthyverse,1.0.4,2023-04-18 08:22:29,newbies,NA,2023-04-17 20:54:00
hkevp,1.1.5,2023-04-18 08:22:29,newbies,NA,2023-04-18 01:56:00
HybridMicrobiomes,0.1.0,2023-04-18 08:22:29,inspect,NA,2023-04-18 00:26:00
KaradaColor,0.1.2,2023-04-18 08:22:29,newbies,NA,2023-04-16 01:23:00
kdry,0.0.1,2023-04-18 08:22:29,newbies,NA,2023-04-16 10:04:00
kgrams,0.1.5,2023-04-18 08:22:29,newbies,NA,2023-04-17 10:38:00
knitxl,0.1.0,2023-04-18 08:22:29,newbies,NA,2023-04-15 09:40:00
lmerPerm,0.1.9,2023-04-18 08:22:29,newbies,NA,2023-04-16 19:59:00
MAGEE,1.3.0,2023-04-18 08:22:29,newbies,NA,2023-04-17 21:40:00
MDEI,1.0,2023-04-18 08:22:29,newbies,NA,2023-04-15 17:57:00
MissingHandle,0.1.0,2023-04-18 08:22:29,newbies,NA,2023-04-17 15:52:00
mldr.resampling,0.1,2023-04-18 08:22:29,newbies,NA,2023-04-17 16:32:00
modeltime.ensemble,1.0.3,2023-04-18 08:22:29,newbies,NA,2023-04-17 20:02:00
mpmsim,1.0.0,2023-04-18 08:22:29,newbies,NA,2023-04-15 20:09:00
MultiscaleDTM,0.71,2023-04-18 08:22:29,inspect,NA,2023-04-18 07:14:00
myCRAN,1.0,2023-04-18 08:22:29,newbies,NA,2023-04-15 15:49:00
ncvreg,3.14.1,2023-04-18 08:22:29,waiting,NA,2023-04-04 01:27:00
nndiagram,1.0.0,2023-04-18 08:22:29,newbies,NA,2023-04-17 16:00:00
panelhetero,1.0.0,2023-04-18 08:22:29,newbies,NA,2023-04-16 10:03:00
Pareto,2.4.5,2023-04-18 08:22:29,pending,NA,2023-04-17 22:15:00
parfm,2.7.7,2023-04-18 08:22:29,human,UL,2022-11-25 14:44:00
PlotTools,0.1.0,2023-04-18 08:22:29,newbies,NA,2023-04-17 11:12:00
rcccd,0.3.0,2023-04-18 08:22:29,newbies,NA,2023-04-17 17:04:00
repsd,1.0.1,2023-04-18 08:22:29,pending,NA,2023-04-15 00:53:00
rineq,0.2.3,2023-04-18 08:22:29,newbies,NA,2023-04-16 13:02:00
rpm,0.7,2023-04-18 08:22:29,newbies,NA,2023-04-17 23:03:00
sccore,1.0.3,2023-04-18 08:22:29,human,UL,2023-03-12 23:47:00
SPARRAfairness,0.0.0.1,2023-04-18 08:22:29,newbies,NA,2023-04-17 08:47:00
tdsa,1.0-0,2023-04-18 08:22:29,pretest,NA,2023-04-17 15:47:00
this.path,1.4.0,2023-04-18 08:22:29,inspect,NA,2023-04-18 07:37:00
vivid,0.2.6,2023-04-18 08:22:29,human,UL,2023-04-03 19:00:00
woodendesc,0.1.0,2023-04-18 08:22:29,newbies,NA,2023-04-17 15:02:00
zctaCrosswalk,2.0.0,2023-04-18 08:22:29,newbies,NA,2023-04-17 20:42:00
