package,version,snapshot_time,folder,subfolder,submission_time
bbotk,0.5.2,2022-03-29 06:26:28,waiting,NA,2022-03-28 07:59:00
BDgraph,2.65,2022-03-29 06:26:28,inspect,NA,2022-03-28 20:57:00
BigDataStatMeth,0.99.32,2022-03-29 06:26:28,waiting,NA,2022-03-28 14:53:00
bigmemory,4.5.43,2022-03-29 06:26:28,pretest,NA,2022-03-29 01:46:00
CondCopulas,0.1.0,2022-03-29 06:26:28,newbies,NA,2022-03-28 17:08:00
diemr,1.0,2022-03-29 06:26:28,newbies,NA,2022-03-28 06:58:00
DOEM,0.0.0.1,2022-03-29 06:26:28,newbies,NA,2022-03-28 08:49:00
elfgen,2.2.8,2022-03-29 06:26:28,newbies,NA,2022-03-28 21:04:00
Evacluster,0.1.0,2022-03-29 06:26:28,newbies,NA,2022-03-28 15:01:00
evalITR,0.3.0,2022-03-29 06:26:28,pretest,NA,2022-03-29 02:08:00
flimo,0.1.0,2022-03-29 06:26:28,newbies,NA,2022-03-28 21:00:00
FlywayNet,0.1.1,2022-03-29 06:26:28,waiting,NA,2022-03-14 17:25:00
formatters,0.2.0,2022-03-29 06:26:28,newbies,NA,2022-03-28 22:50:00
go2bigq,1.0,2022-03-29 06:26:28,newbies,NA,2022-03-28 10:20:00
hudr,1.0.0,2022-03-29 06:26:28,newbies,NA,2022-03-27 16:05:00
i18n,0.1.0,2022-03-29 06:26:28,newbies,NA,2022-03-28 05:15:00
insight,0.17.0,2022-03-29 06:26:28,waiting,NA,2022-03-23 18:58:00
investr,1.4.1,2022-03-29 06:26:28,pretest,NA,2022-03-29 00:38:00
LOGANTree,0.1.0,2022-03-29 06:26:28,newbies,NA,2022-03-28 21:05:00
mispitools,0.2.1,2022-03-29 06:26:28,waiting,NA,2022-03-28 15:56:00
mlr3proba,0.4.6,2022-03-29 06:26:28,inspect,NA,2022-03-28 20:45:00
mlr3proba,0.4.6,2022-03-29 06:26:28,waiting,NA,2022-03-23 23:50:00
MLZ,0.1.4,2022-03-29 06:26:28,pretest,NA,2022-03-29 02:18:00
moranajp,0.9.3,2022-03-29 06:26:28,newbies,NA,2022-03-28 07:32:00
NMF,0.24.0,2022-03-29 06:26:28,inspect,NA,2022-03-28 20:05:00
PLreg,0.1.0,2022-03-29 06:26:28,newbies,NA,2022-03-28 18:40:00
qmvs,0.1.1,2022-03-29 06:26:28,newbies,NA,2022-03-26 20:19:00
RcppCWB,0.5.2,2022-03-29 06:26:28,recheck,NA,2022-03-28 21:38:00
rEDM,1.10.3,2022-03-29 06:26:28,inspect,NA,2022-03-28 19:10:00
rfvimptest,0.1.1,2022-03-29 06:26:28,newbies,NA,2022-03-28 09:40:00
RGAN,0.1.1,2022-03-29 06:26:28,newbies,NA,2022-03-28 21:25:00
rstantools,2.2.0,2022-03-29 06:26:28,waiting,NA,2022-03-23 20:18:00
saeMSPE,1.0,2022-03-29 06:26:28,newbies,NA,2022-03-27 12:48:00
SEA,2.0.1,2022-03-29 06:26:28,pretest,NA,2022-03-29 03:07:00
semicmprskcoxmsm,0.1.0,2022-03-29 06:26:28,pretest,NA,2022-03-29 03:10:00
sinew,0.4.0,2022-03-29 06:26:28,waiting,NA,2022-03-27 20:02:00
SKAT,2.2.4,2022-03-29 06:26:28,pretest,NA,2022-03-29 03:00:00
socialranking,0.1.0,2022-03-29 06:26:28,pretest,NA,2022-03-29 00:16:00
spatstat.data,2.1-4,2022-03-29 06:26:28,pretest,NA,2022-03-29 04:19:00
spatstat.geom,2.4-0,2022-03-29 06:26:28,pretest,NA,2022-03-29 01:11:00
spFW,0.1.0,2022-03-29 06:26:28,pretest,NA,2022-03-29 02:56:00
sRdpData,0.1.0,2022-03-29 06:26:28,newbies,NA,2022-03-27 19:31:00
texPreview,2.0.0,2022-03-29 06:26:28,pretest,NA,2022-03-29 01:00:00
timbr,0.1.0,2022-03-29 06:26:28,newbies,NA,2022-03-26 16:43:00
tippy,1.0.0,2022-03-29 06:26:28,waiting,NA,2022-03-26 17:50:00
