package,version,snapshot_time,folder,subfolder,submission_time
ast2ast,0.1,2022-03-14 00:20:53,newbies,NA,2022-03-11 09:00:00
bbsAssistant,2.0.0,2022-03-14 00:20:53,newbies,NA,2022-03-11 15:42:00
bspline,1.0.1,2022-03-14 00:20:53,newbies,NA,2022-03-11 14:46:00
causalOT,0.1,2022-03-14 00:20:53,newbies,NA,2022-03-10 22:35:00
cheem,0.2.0,2022-03-14 00:20:53,newbies,NA,2022-03-09 22:45:00
coda4microbiome,0.1.0,2022-03-14 00:20:53,newbies,NA,2022-03-11 11:10:00
ConvertPar,0.1,2022-03-14 00:20:53,newbies,NA,2022-03-12 12:14:00
CSHShydRology,1.2.0,2022-03-14 00:20:53,newbies,NA,2022-03-10 20:53:00
deBif,0.1.0,2022-03-14 00:20:53,newbies,NA,2022-03-12 13:09:00
disprose,0.1.6,2022-03-14 00:20:53,waiting,NA,2022-03-07 01:30:00
dsb,1.0.0,2022-03-14 00:20:53,inspect,NA,2022-03-12 09:25:00
dyn.log,0.4.0,2022-03-14 00:20:53,newbies,NA,2022-03-13 00:04:00
fHMM,1.0.0,2022-03-14 00:20:53,inspect,NA,2022-03-13 19:24:00
fixedincome,0.0.1,2022-03-14 00:20:53,newbies,NA,2022-03-11 10:31:00
FlywayNet,0.1.1,2022-03-14 00:20:53,pending,NA,2022-03-11 16:58:00
glmnet,4.1-4,2022-03-14 00:20:53,waiting,NA,2022-03-09 00:25:00
IncDTW,1.1.4.4,2022-03-14 00:20:53,waiting,NA,2022-03-12 10:46:00
inet,0.1.0,2022-03-14 00:20:53,newbies,NA,2022-03-11 11:47:00
maple,0.99.5,2022-03-14 00:20:53,newbies,NA,2022-03-11 19:24:00
Matrix,1.4-1,2022-03-14 00:20:53,waiting,NA,2022-03-09 11:10:00
MHDA,1.0,2022-03-14 00:20:53,human,JH,2022-03-08 13:49:00
mlr3proba,0.4.5,2022-03-14 00:20:53,pending,NA,2022-03-12 13:12:00
negligible,0.1.0,2022-03-14 00:20:53,newbies,NA,2022-03-10 21:37:00
parsel,0.1.0,2022-03-14 00:20:53,newbies,NA,2022-03-12 09:53:00
pmxpartab,0.5.0,2022-03-14 00:20:53,newbies,NA,2022-03-13 17:13:00
rattle,5.4.15,2022-03-14 00:20:53,inspect,NA,2022-03-13 02:48:00
regional,0.3.3,2022-03-14 00:20:53,inspect,NA,2022-03-11 08:56:00
remiod,1.0.0,2022-03-14 00:20:53,newbies,NA,2022-03-11 00:38:00
riot,0.0.1,2022-03-14 00:20:53,newbies,NA,2022-03-11 08:47:00
rules,0.2.0,2022-03-14 00:20:53,inspect,NA,2022-03-10 13:51:00
scapesClassification,1.0.0,2022-03-14 00:20:53,newbies,NA,2022-03-11 18:46:00
spectralGraphTopology,0.2.3,2022-03-14 00:20:53,inspect,NA,2022-03-12 01:02:00
staRdom,1.1.25,2022-03-14 00:20:53,waiting,NA,2022-03-10 09:49:00
stepSplitReg,1.0.1,2022-03-14 00:20:53,pending,NA,2022-03-11 01:41:00
STMr,0.1.2,2022-03-14 00:20:53,newbies,NA,2022-03-12 09:17:00
tailTransform,0.1.1,2022-03-14 00:20:53,newbies,NA,2022-03-13 15:19:00
TrustVDJ,0.1.0,2022-03-14 00:20:53,newbies,NA,2022-03-13 02:50:00
udunits2,0.13.3,2022-03-14 00:20:53,waiting,NA,2022-02-17 04:34:00
wikiTools,0.0.5,2022-03-14 00:20:53,newbies,NA,2022-03-12 10:49:00
