package,version,snapshot_time,folder,subfolder,submission_time
accessibility,0.1.0,2022-06-27 09:19:20,newbies,NA,2022-06-27 01:23:00
acdcR,1.0.0,2022-06-27 09:19:20,human,GS,2022-06-25 16:17:00
bayeslm,1.0.1,2022-06-27 09:19:20,newbies,NA,2022-06-27 08:38:00
bentcableAR,0.3.1,2022-06-27 09:19:20,inspect,NA,2022-06-25 04:58:00
bioclim,0.3.0,2022-06-27 09:19:20,pretest,NA,2022-06-27 09:03:00
CausalQueries,0.1.0,2022-06-27 09:19:20,waiting,NA,2022-06-25 14:33:00
CondMVT,0.1.0,2022-06-27 09:19:20,newbies,NA,2022-06-26 23:05:00
dash,0.9.5,2022-06-27 09:19:20,waiting,NA,2022-06-23 21:17:00
DEET,1.0.2,2022-06-27 09:19:20,human,GS,2022-06-24 20:59:00
dfidx,0.0-5,2022-06-27 09:19:20,waiting,NA,2022-06-26 11:47:00
dimRed,0.2.6,2022-06-27 09:19:20,inspect,NA,2022-06-24 17:48:00
DIZutils,0.1.1,2022-06-27 09:19:20,inspect,NA,2022-06-27 08:48:00
estimatr,1.0.0,2022-06-27 09:19:20,waiting,NA,2022-06-26 07:32:00
FactorCopula,0.8.1,2022-06-27 09:19:20,inspect,NA,2022-06-23 01:44:00
fangs,0.1.6,2022-06-27 09:19:20,newbies,NA,2022-06-25 23:43:00
farr,0.2.26,2022-06-27 09:19:20,human,GS,2022-06-25 15:01:00
fst4pg,1.0.0,2022-06-27 09:19:20,inspect,NA,2022-06-24 15:33:00
grattan,2.0.0.0,2022-06-27 09:19:20,inspect,NA,2022-06-27 08:29:00
hdtg,0.1.0,2022-06-27 09:19:20,newbies,NA,2022-06-26 23:03:00
HUM,2.0,2022-06-27 09:19:20,human,UL,2022-06-21 14:58:00
hydrorecipes,0.0.3,2022-06-27 09:19:20,human,GS,2022-06-24 21:27:00
icrf,2.0.1,2022-06-27 09:19:20,waiting,NA,2022-06-16 08:13:00
ipdw,1.0-0,2022-06-27 09:19:20,waiting,NA,2022-06-24 19:00:00
kmscv,0.1.0,2022-06-27 09:19:20,pretest,NA,2022-06-27 08:53:00
laGP,1.5-7,2022-06-27 09:19:20,pending,NA,2022-06-16 07:33:00
latticeExtra,0.6-30,2022-06-27 09:19:20,waiting,NA,2022-06-25 11:56:00
lipidmapsR,1.0.4,2022-06-27 09:19:20,human,GS,2022-06-25 01:23:00
mmcif,0.1.0,2022-06-27 09:19:20,human,GS,2022-06-25 18:53:00
multiverse,0.6.0,2022-06-27 09:19:20,inspect,NA,2022-06-25 17:43:00
OBL,0.1.0,2022-06-27 09:19:20,newbies,NA,2022-06-26 20:59:00
randnet,0.6,2022-06-27 09:19:20,human,GS,2022-06-25 06:42:00
RandomFields,3.3.18,2022-06-27 09:19:20,human,UL,2022-05-04 20:17:00
RandomFieldsUtils,1.2.6,2022-06-27 09:19:20,human,UL,2022-05-04 20:06:00
raster,3.5-21,2022-06-27 09:19:20,waiting,NA,2022-06-25 19:01:00
rTCRBCRr,0.1.0,2022-06-27 09:19:20,publish,NA,2022-06-24 19:14:00
scOntoMatch,0.1.0,2022-06-27 09:19:20,newbies,NA,2022-06-25 20:08:00
segen,1.0.0,2022-06-27 09:19:20,newbies,NA,2022-06-26 21:53:00
spatgeom,0.1.0,2022-06-27 09:19:20,human,GS,2022-06-25 19:50:00
spectralR,0.1.2,2022-06-27 09:19:20,inspect,NA,2022-06-25 11:17:00
SPOTMisc,1.19.40,2022-06-27 09:19:20,inspect,NA,2022-06-25 20:57:00
SqueakR,1.3.0,2022-06-27 09:19:20,inspect,NA,2022-06-25 04:22:00
statcodelists,0.9.1,2022-06-27 09:19:20,inspect,NA,2022-06-27 08:41:00
tobit1,0.1-4,2022-06-27 09:19:20,newbies,NA,2022-06-26 08:24:00
VariantScan,1.1.9,2022-06-27 09:19:20,inspect,NA,2022-06-27 03:21:00
VisualizeSimon2Stage,0.1.0,2022-06-27 09:19:20,newbies,NA,2022-06-26 22:33:00
wdnet,0.0.4,2022-06-27 09:19:20,inspect,NA,2022-06-27 04:43:00
WeibullR.ALT,0.7.1,2022-06-27 09:19:20,newbies,NA,2022-06-25 20:20:00
WeightIt,0.13.1,2022-06-27 09:19:20,inspect,NA,2022-06-24 19:28:00
xQTLbiolinks,1.0.0,2022-06-27 09:19:20,human,GS,2022-06-25 08:26:00
