package,version,snapshot_time,folder,subfolder,submission_time
BET,0.5.2,2023-07-19 15:24:45,inspect,NA,2023-07-17 03:51:00
CompositeReliability,1.0.2,2023-07-19 15:24:45,pretest,NA,2023-07-19 13:13:00
EpiNow2,1.3.3,2023-07-19 15:24:45,human,UL,2022-11-01
Gb5mCPred,0.1.0,2023-07-19 15:24:45,pretest,NA,2023-07-19 15:17:00
HealthCal,0.1.0,2023-07-19 15:24:45,pretest,NA,2023-07-19 12:38:00
MultiClassROC,0.1.0,2023-07-19 15:24:45,inspect,NA,2023-07-18 02:57:00
Phi2rho,1.0,2023-07-19 15:24:45,newbies,NA,2023-07-19 06:59:00
ProteoBayes,1.0.0,2023-07-19 15:24:45,newbies,NA,2023-07-19 02:37:00
RAMClustR,1.3.1,2023-07-19 15:24:45,pretest,NA,2023-07-19 13:06:00
Rfast,2.0.8,2023-07-19 15:24:45,human,UL,2023-06-25 17:58:00
SEMID,0.4.1,2023-07-19 15:24:45,pretest,NA,2023-07-19 14:12:00
aifeducation,0.1.0,2023-07-19 15:24:45,inspect,NA,2023-07-15 11:46:00
animint2,2023.3.10,2023-07-19 15:24:45,human,UL,2023-03-12 03:04:00
bigDM,0.5.2,2023-07-19 15:24:45,pretest,NA,2023-07-19 13:05:00
bvpa,1.0.0,2023-07-19 15:24:45,inspect,NA,2023-07-19 10:51:00
cargo,0.3.12,2023-07-19 15:24:45,human,UL,2022-09-28
cgalMeshes,2.2.0,2023-07-19 15:24:45,human,UL,2023-06-24 21:23:00
climate,1.1.0,2023-07-19 15:24:45,human,UL,2022-10-12
clpAPI,1.3.2,2023-07-19 15:24:45,human,UL,2022-10-21
coala,0.7.1,2023-07-19 15:24:45,human,UL,2022-12-30
cocktailApp,0.2.3,2023-07-19 15:24:45,inspect,NA,2023-07-18 19:31:00
concordancer,1.0.0,2023-07-19 15:24:45,pretest,NA,2023-07-19 14:53:00
cplexAPI,1.5.1,2023-07-19 15:24:45,human,UL,2022-10-21
ctmva,1.3.0,2023-07-19 15:24:45,pretest,NA,2023-07-19 13:52:00
dm,1.0.6,2023-07-19 15:24:45,recheck,NA,2023-07-19 11:56:00
dodgr,0.2.21,2023-07-19 15:24:45,human,UL,2023-06-01 16:00:00
ecos,0.1.4,2023-07-19 15:24:45,pretest,NA,2023-07-19 12:14:00
et.nwfva,0.1.1,2023-07-19 15:24:45,human,UL,2022-11-22
factset.protobuf.stachextensions,1.0.2,2023-07-19 15:24:45,human,UL,2022-11-18
fritools,4.0.0,2023-07-19 15:24:45,human,UL,2022-10-12
fs,1.6.3,2023-07-19 15:24:45,waiting,NA,2023-07-10 18:24:00
gdalraster,1.0.0,2023-07-19 15:24:45,human,UL,2023-05-05 01:19:00
greatR,1.0.0,2023-07-19 15:24:45,pretest,NA,2023-07-19 13:55:00
hyd1d,0.4.5,2023-07-19 15:24:45,recheck,NA,2023-07-18 08:54:00
jSDM,0.2.6,2023-07-19 15:24:45,pending,NA,2023-07-17 17:31:00
mMARCH.AC,2.9.2.0,2023-07-19 15:24:45,human,UL,2023-07-07 16:37:00
matchingMarkets,1.0-3,2023-07-19 15:24:45,inspect,NA,2023-07-19 11:30:00
mfp,1.5.4,2023-07-19 15:24:45,recheck,NA,2023-07-19 09:28:00
microsimulation,1.4.3,2023-07-19 15:24:45,pretest,NA,2023-07-19 12:22:00
minimaxApprox,0.0.1,2023-07-19 15:24:45,pretest,NA,2023-07-19 14:31:00
mirai,0.9.1,2023-07-19 15:24:45,recheck,NA,2023-07-19 08:58:00
missoNet,1.2.0,2023-07-19 15:24:45,inspect,NA,2023-07-18 21:08:00
omicsTools,1.0.6,2023-07-19 15:24:45,waiting,NA,2023-07-04 23:53:00
parfm,2.7.7,2023-07-19 15:24:45,human,UL,2022-11-25
pg,0.2.4,2023-07-19 15:24:45,inspect,NA,2023-07-19 00:08:00
quantreg,5.96,2023-07-19 15:24:45,recheck,NA,2023-07-18 21:36:00
quantreg,5.97,2023-07-19 15:24:45,waiting,NA,2023-07-19 10:30:00
rbi,1.0.0,2023-07-19 15:24:45,pretest,NA,2023-07-19 14:59:00
refund,0.1-32,2023-07-19 15:24:45,waiting,NA,2023-07-17 22:33:00
sccore,1.0.3,2023-07-19 15:24:45,human,UL,2023-03-12 23:47:00
snowquery,1.0.0,2023-07-19 15:24:45,pretest,NA,2023-07-19 15:23:00
spant,2.14.0,2023-07-19 15:24:45,pretest,NA,2023-07-19 14:11:00
sped,0.3,2023-07-19 15:24:45,inspect,NA,2023-07-16 02:50:00
tspredit,1.0.707,2023-07-19 15:24:45,newbies,NA,2023-07-19 04:56:00
ttservice,0.3.7,2023-07-19 15:24:45,waiting,NA,2023-07-08 05:45:00
vivid,0.2.6,2023-07-19 15:24:45,human,UL,2023-04-03 19:00:00
vvshiny,0.1.1,2023-07-19 15:24:45,pretest,NA,2023-07-19 12:14:00
