package,version,snapshot_time,folder,subfolder,submission_time
ActisoftR,0.0.2,2026-06-04 23:19:55.784531,human,UL,2024-09-11
AdmixPoly,1.0.0,2026-06-04 23:19:55.784531,newbies,NA,2026-06-03 09:01:00
AutoMLR,1.0.0,2026-06-04 23:19:55.784531,newbies,NA,2026-06-01 15:54:00
BMisc,1.4.9,2026-06-04 23:19:55.784531,waiting,NA,2026-05-26 09:20:00
BayesForge,0.0.1,2026-06-04 23:19:55.784531,newbies,NA,2026-06-02 09:56:00
BiasedUrn,2.0.12,2026-06-04 23:19:55.784531,human,UL,2024-05-11
BrainNetTest,0.2.1,2026-06-04 23:19:55.784531,human,special/noLD,2026-06-04 22:32:00
CIMEHR,0.1.0,2026-06-04 23:19:55.784531,newbies,NA,2026-06-02 16:40:00
ClusBench,0.1.0,2026-06-04 23:19:55.784531,newbies,NA,2026-06-03 17:10:00
CopulaSCR,1.0,2026-06-04 23:19:55.784531,newbies,NA,2026-06-01 10:22:00
DFA,1.0.0,2026-06-04 23:19:55.784531,human,UL,2024-02-17
DIDmultiplegtDYN,1.0.3,2026-06-04 23:19:55.784531,human,UL,2024-02-22
DonutMap,0.1.0,2026-06-04 23:19:55.784531,newbies,NA,2026-06-01 20:26:00
DrivePlotR,0.1.0,2026-06-04 23:19:55.784531,newbies,NA,2026-06-03 16:44:00
EpiNow2,1.3.3,2026-06-04 23:19:55.784531,human,UL,2022-11-01
EquCoatGen,1.0,2026-06-04 23:19:55.784531,newbies,NA,2026-06-03 15:35:00
FLAG,0.1,2026-06-04 23:19:55.784531,human,UL,2025-03-31
FactoMineR,2.15,2026-06-04 23:19:55.784531,waiting,NA,2026-06-03 16:38:00
FastSegmentation,0.0.1,2026-06-04 23:19:55.784531,newbies,NA,2026-06-02 07:27:00
GMLTM,0.1.0,2026-06-04 23:19:55.784531,newbies,NA,2026-06-01 10:39:00
GammaFrailty,0.1.0,2026-06-04 23:19:55.784531,newbies,NA,2026-06-01 17:25:00
GeoDensityR,0.1.2,2026-06-04 23:19:55.784531,newbies,NA,2026-06-01 09:31:00
HAMMER,1.0,2026-06-04 23:19:55.784531,newbies,NA,2026-06-01 16:56:00
JRF,0.1-4,2026-06-04 23:19:55.784531,human,UL,2016-10-25
LatSquare,0.3.1,2026-06-04 23:19:55.784531,newbies,NA,2026-06-01 17:26:00
LogicForest,2.1.0,2026-06-04 23:19:55.784531,human,UL,2024-03-08
LogicForest,2.1.1,2026-06-04 23:19:55.784531,human,UL,2024-03-12
MDP2,2.2.2.0,2026-06-04 23:19:55.784531,newbies,NA,2026-06-04 11:53:00
NBKP,0.1.0,2026-06-04 23:19:55.784531,newbies,NA,2026-06-04 09:06:00
NNS,12.1,2026-06-04 23:19:55.784531,inspect,NA,2026-06-04 19:18:00
NRMstatsML,0.1.4,2026-06-04 23:19:55.784531,newbies,NA,2026-06-01 11:24:00
NetSurvProx,1.0.0,2026-06-04 23:19:55.784531,newbies,NA,2026-06-04 00:45:00
NeutroCODsAnalysis,0.0.1,2026-06-04 23:19:55.784531,newbies,NA,2026-06-04 06:41:00
NeutroIBDAnalysis,0.1.1,2026-06-04 23:19:55.784531,newbies,NA,2026-06-01 06:33:00
NeutroRCDsAnalysis,0.1.0,2026-06-04 23:19:55.784531,newbies,NA,2026-06-02 11:39:00
OlinkAnalyzeVignettes,1.0.1,2026-06-04 23:19:55.784531,newbies,NA,2026-06-01 20:29:00
PMLE4SCR,0.1.0,2026-06-04 23:19:55.784531,newbies,NA,2026-06-02 20:05:00
PONG2,1.0.1,2026-06-04 23:19:55.784531,newbies,NA,2026-06-01 19:48:00
ProbSVMs,0.1.0,2026-06-04 23:19:55.784531,newbies,NA,2026-06-01 21:10:00
PsiUEngineRL,0.1.3,2026-06-04 23:19:55.784531,newbies,NA,2026-06-01 16:09:00
Rfast,2.0.8,2026-06-04 23:19:55.784531,human,UL,2023-06-25
RiskyCNV,0.1.0,2026-06-04 23:19:55.784531,newbies,NA,2026-06-01 08:31:00
SKBD,0.1.1,2026-06-04 23:19:55.784531,newbies,NA,2026-06-01 14:05:00
SelfControlledCohort,2.0.0,2026-06-04 23:19:55.784531,newbies,NA,2026-06-01 20:46:00
