package,version,snapshot_time,folder,subfolder,submission_time
baRulho,1.0.6,2022-03-01 21:23:58,newbies,NA,2022-02-28 16:12:00
BoutrosLab.plotting.general,7.0.0,2022-03-01 21:23:58,waiting,NA,2022-02-17 13:59:00
bridgedist,0.1.1,2022-03-01 21:23:58,pretest,NA,2022-03-01 20:20:00
cjar,0.1.0,2022-03-01 21:23:58,newbies,NA,2022-02-28 20:38:00
CLAST,1.0.0,2022-03-01 21:23:58,newbies,NA,2022-03-01 07:36:00
cpi,0.1.3,2022-03-01 21:23:58,newbies,NA,2022-02-28 11:48:00
datawizard,0.3.0,2022-03-01 21:23:58,inspect,NA,2022-03-01 19:08:00
dccpp,0.0.2,2022-03-01 21:23:58,newbies,NA,2022-03-01 09:53:00
duckdb,0.3.2-1,2022-03-01 21:23:58,inspect,NA,2022-02-28 10:07:00
ebnm,1.0-3,2022-03-01 21:23:58,newbies,NA,2022-02-28 21:26:00
emIRT,0.0.13,2022-03-01 21:23:58,inspect,NA,2022-03-01 00:36:00
experimentr,0.1.0,2022-03-01 21:23:58,newbies,NA,2022-03-01 18:45:00
FAVAR,0.1.1,2022-03-01 21:23:58,waiting,NA,2022-02-17 00:50:00
fixest,0.10.3,2022-03-01 21:23:58,waiting,NA,2022-02-23 11:53:00
FlywayNet,0.1.0,2022-03-01 21:23:58,newbies,NA,2022-03-01 15:52:00
forecasteR,1.1.6,2022-03-01 21:23:58,newbies,NA,2022-03-01 17:00:00
GenomeAdmixR,2.1.7,2022-03-01 21:23:58,newbies,NA,2022-02-28 09:21:00
geobr,1.6.6,2022-03-01 21:23:58,waiting,NA,2022-02-04 14:04:00
getspanel,0.1.0,2022-03-01 21:23:58,newbies,NA,2022-02-28 20:17:00
GFisher,0.2.0,2022-03-01 21:23:58,inspect,NA,2022-03-01 15:26:00
ggDoubleHeat,0.1.0,2022-03-01 21:23:58,newbies,NA,2022-02-28 13:46:00
ggpointless,0.0.1,2022-03-01 21:23:58,newbies,NA,2022-03-01 00:57:00
git4r,0.1.1,2022-03-01 21:23:58,newbies,NA,2022-03-01 18:33:00
gofar,0.1,2022-03-01 21:23:58,newbies,NA,2022-03-01 13:52:00
hdImpute,0.1.0,2022-03-01 21:23:58,newbies,NA,2022-02-28 21:36:00
IOHanalyzer,0.1.6.3,2022-03-01 21:23:58,pending,NA,2022-03-01 12:24:00
klausuR,0.12-13,2022-03-01 21:23:58,inspect,NA,2022-03-01 16:22:00
leem,0.1.0,2022-03-01 21:23:58,newbies,NA,2022-03-01 19:11:00
leidenbase,0.1.9,2022-03-01 21:23:58,waiting,NA,2022-02-23 18:13:00
maple,0.99.4,2022-03-01 21:23:58,newbies,NA,2022-03-01 18:39:00
meltt,0.4.2,2022-03-01 21:23:58,inspect,NA,2022-03-01 15:28:00
MitoHEAR,0.1.0,2022-03-01 21:23:58,newbies,NA,2022-02-28 13:05:00
MTS,1.1.1,2022-03-01 21:23:58,waiting,NA,2022-02-28 18:53:00
NASAaccess,3.0.0,2022-03-01 21:23:58,pretest,NA,2022-03-01 20:18:00
ngboostForecast,0.0.2,2022-03-01 21:23:58,newbies,NA,2022-02-27 21:28:00
OpenMx,2.20.6,2022-03-01 21:23:58,waiting,NA,2022-02-21 16:53:00
OPI,2.10.1,2022-03-01 21:23:58,inspect,NA,2022-03-01 19:56:00
optmatch,0.9-18,2022-03-01 21:23:58,newbies,NA,2022-03-01 16:07:00
parsnip,0.2.0,2022-03-01 21:23:58,waiting,NA,2022-02-25 02:58:00
PCAmatchR,0.3.2,2022-03-01 21:23:58,inspect,NA,2022-02-28 18:06:00
qcr,1.4,2022-03-01 21:23:58,inspect,NA,2022-03-01 16:24:00
