package,version,snapshot_time,folder,subfolder,submission_time
abmR,1.0.5,2022-03-30 06:26:14,pending,NA,2022-03-29 13:39:00
AgroReg,1.2.2,2022-03-30 06:26:14,pretest,NA,2022-03-30 00:01:00
AirMonitor,0.2.1,2022-03-30 06:26:14,newbies,NA,2022-03-29 21:09:00
amanida,0.2.3,2022-03-30 06:26:14,inspect,NA,2022-03-29 11:51:00
bbotk,0.5.2,2022-03-30 06:26:14,waiting,NA,2022-03-28 07:59:00
cdmTools,1.0.1,2022-03-30 06:26:14,inspect,NA,2022-03-29 23:00:00
datawizard,0.4.0,2022-03-30 06:26:14,waiting,NA,2022-03-29 10:31:00
DEM,0.0.0.1,2022-03-30 06:26:14,pretest,NA,2022-03-30 03:57:00
DOEM,0.0.0.1,2022-03-30 06:26:14,newbies,NA,2022-03-29 14:48:00
FlywayNet,0.1.1,2022-03-30 06:26:14,waiting,NA,2022-03-14 17:25:00
investr,1.4.1,2022-03-30 06:26:14,pretest,NA,2022-03-30 01:55:00
irtplay,1.6.4,2022-03-30 06:26:14,pretest,NA,2022-03-30 02:00:00
KODAMA,1.9,2022-03-30 06:26:14,inspect,NA,2022-03-29 13:49:00
magrittr,2.0.3,2022-03-30 06:26:14,waiting,NA,2022-03-29 09:36:00
MCMCpack,1.6-2,2022-03-30 06:26:14,pending,NA,2022-03-29 13:09:00
mlr3proba,0.4.6,2022-03-30 06:26:14,pending,NA,2022-03-28 20:45:00
msigdbr,7.5.1,2022-03-30 06:26:14,pretest,NA,2022-03-30 01:03:00
PDFEstimator,3.2.1,2022-03-30 06:26:14,pending,NA,2022-03-29 22:11:00
plgp,1.1-8,2022-03-30 06:26:14,waiting,NA,2022-03-29 22:33:00
PLreg,0.2.0,2022-03-30 06:26:14,newbies,NA,2022-03-29 14:27:00
pre,1.0.4,2022-03-30 06:26:14,pretest,NA,2022-03-30 00:12:00
RAMClustR,1.2.3,2022-03-30 06:26:14,inspect,NA,2022-03-29 11:49:00
RcppAlgos,2.5.2,2022-03-30 06:26:14,pretest,NA,2022-03-30 01:38:00
regtools,1.7.0,2022-03-30 06:26:14,pretest,NA,2022-03-30 00:00:00
robcp,0.3.5,2022-03-30 06:26:14,pending,NA,2022-03-29 13:45:00
rstantools,2.2.0,2022-03-30 06:26:14,waiting,NA,2022-03-23 20:18:00
scCAN,1.0.3,2022-03-30 06:26:14,inspect,NA,2022-03-29 19:08:00
semicmprskcoxmsm,0.1.0,2022-03-30 06:26:14,newbies,NA,2022-03-29 21:21:00
sinew,0.4.0,2022-03-30 06:26:14,waiting,NA,2022-03-27 20:02:00
smooth,3.1.6,2022-03-30 06:26:14,pending,NA,2022-03-29 18:24:00
socialranking,0.1.0,2022-03-30 06:26:14,newbies,NA,2022-03-29 20:40:00
spatstat.random,2.2-0,2022-03-30 06:26:14,pretest,NA,2022-03-30 04:22:00
surveil,0.2.0,2022-03-30 06:26:14,pretest,NA,2022-03-30 03:28:00
texPreview,2.0.0,2022-03-30 06:26:14,waiting,NA,2022-03-29 01:00:00
themis,0.2.0,2022-03-30 06:26:14,pretest,NA,2022-03-30 03:35:00
tippy,1.0.0,2022-03-30 06:26:14,waiting,NA,2022-03-26 17:50:00
tstools,0.4.1,2022-03-30 06:26:14,newbies,NA,2022-03-29 18:30:00
vctrs,0.4.0,2022-03-30 06:26:14,waiting,NA,2022-03-29 11:06:00
ZetaSuite,1.0.0,2022-03-30 06:26:14,newbies,NA,2022-03-29 19:56:00
