package,version,snapshot_time,folder,subfolder,submission_time
ActisoftR,0.0.2,2024-11-10 02:43:07,human,UL,2024-09-11 07:51:00
BestArimaBySutte,0.1.0,2024-11-10 02:43:07,newbies,NA,2024-11-09 12:52:00
BiasedUrn,2.0.12,2024-11-10 02:43:07,human,UL,2024-05-11
Bios2cor,2.2.2,2024-11-10 02:43:07,newbies,NA,2024-11-08 12:41:00
CBRT,0.1.1,2024-11-10 02:43:07,newbies,NA,2024-11-07 22:01:00
CIMPLE,0.1.0,2024-11-10 02:43:07,newbies,NA,2024-11-09 06:46:00
DFA,1.0.0,2024-11-10 02:43:07,human,UL,2024-02-17
DIDmultiplegtDYN,1.0.3,2024-11-10 02:43:07,human,UL,2024-02-22
EpiNow2,1.3.3,2024-11-10 02:43:07,human,UL,2022-11-01
FedData,4.1.0,2024-11-10 02:43:07,newbies,NA,2024-11-08 00:20:00
GRIN2,1.0,2024-11-10 02:43:07,newbies,NA,2024-11-07 17:31:00
GTFSwizard,1.0.0,2024-11-10 02:43:07,newbies,NA,2024-11-08 17:55:00
HiGarrote,1.0,2024-11-10 02:43:07,newbies,NA,2024-11-09 23:14:00
JAGStree,1.0.1,2024-11-10 02:43:07,newbies,NA,2024-11-07 19:58:00
LogicForest,2.1.0,2024-11-10 02:43:07,human,UL,2024-03-08
LogicForest,2.1.1,2024-11-10 02:43:07,human,UL,2024-03-12
OPTeCD,1.0.0,2024-11-10 02:43:07,newbies,NA,2024-11-09 07:28:00
PakNAcc,0.1.0,2024-11-10 02:43:07,newbies,NA,2024-11-07 19:34:00
PakPC,0.2.0,2024-11-10 02:43:07,newbies,NA,2024-11-07 19:53:00
PepMapViz,1.0.0,2024-11-10 02:43:07,newbies,NA,2024-11-08 18:29:00
PerRegMod,4.4.1,2024-11-10 02:43:07,newbies,NA,2024-11-08 22:33:00
PlotFTIR,1.0.0,2024-11-10 02:43:07,newbies,NA,2024-11-07 14:29:00
RadEro,1.0.4,2024-11-10 02:43:07,newbies,NA,2024-11-08 11:01:00
RcppPlanc,1.0.0,2024-11-10 02:43:07,human,UL,2024-02-23
Rfast,2.0.8,2024-11-10 02:43:07,human,UL,2023-06-25
RoBTT,1.3.1,2024-11-10 02:43:07,inspect,NA,2024-11-09 22:58:00
RobustPrediction,0.1.3,2024-11-10 02:43:07,newbies,NA,2024-11-09 19:09:00
SFM,0.1.0,2024-11-10 02:43:07,newbies,NA,2024-11-09 06:13:00
SVRautoSutte,0.1.0,2024-11-10 02:43:07,newbies,NA,2024-11-09 12:03:00
SegEnvIneq,1.2,2024-11-10 02:43:07,newbies,NA,2024-11-07 12:06:00
SubgrpID,0.11,2024-11-10 02:43:07,human,UL,2024-01-17
TreatmentPatterns,2.6.8,2024-11-10 02:43:07,human,UL,2024-08-23 14:15:00
VIGoR,1.1.4,2024-11-10 02:43:07,human,UL,2024-05-28 11:39:00
VecDep,0.1.1,2024-11-10 02:43:07,newbies,NA,2024-11-08 10:02:00
Virusparies,1.0.0,2024-11-10 02:43:07,newbies,NA,2024-11-07 14:40:00
adbcpostgresql,0.8.0,2024-11-10 02:43:07,human,UL,2023-11-10
animint2,2023.3.10,2024-11-10 02:43:07,human,UL,2023-03-12
betaselectr,0.1.0,2024-11-10 02:43:07,newbies,NA,2024-11-08 13:07:00
blockcluster,4.5.5,2024-11-10 02:43:07,human,UL,2024-02-23
bplsr,1.0.0,2024-11-10 02:43:07,newbies,NA,2024-11-08 12:25:00
cargo,0.3.12,2024-11-10 02:43:07,human,UL,2022-09-28
cgalMeshes,2.2.0,2024-11-10 02:43:07,human,UL,2023-06-24
climate,1.1.0,2024-11-10 02:43:07,human,UL,2022-10-12
clpAPI,1.3.2,2024-11-10 02:43:07,human,UL,2022-10-21
coala,0.7.1,2024-11-10 02:43:07,human,UL,2022-12-30
connections,0.1.1,2024-11-10 02:43:07,human,UL,2023-12-15
cplexAPI,1.5.1,2024-11-10 02:43:07,human,UL,2022-10-21
distfreereg,1.0,2024-11-10 02:43:07,newbies,NA,2024-11-07 20:09:00
distr,2.9.6,2024-11-10 02:43:07,waiting,NA,2024-11-05 22:07:00
dodgr,0.2.21,2024-11-10 02:43:07,human,UL,2023-06-01
ecdata,1.1.0,2024-11-10 02:43:07,newbies,NA,2024-11-07 19:14:00
et.nwfva,0.1.1,2024-11-10 02:43:07,human,UL,2022-11-22
evenBreak,1.0,2024-11-10 02:43:07,human,UL,2024-10-06 23:26:00
exametrika,1.1.0,2024-11-10 02:43:07,newbies,NA,2024-11-09 08:14:00
factset.protobuf.stachextensions,1.0.2,2024-11-10 02:43:07,human,UL,2022-11-18
forestGYM,1.0.0,2024-11-10 02:43:07,waiting,NA,2024-11-06 13:21:00
forestPSD,1.0.0,2024-11-10 02:43:07,waiting,NA,2024-11-06 13:23:00
forestSAS,2.0.4,2024-11-10 02:43:07,waiting,NA,2024-11-06 15:08:00
fritools,4.0.0,2024-11-10 02:43:07,human,UL,2022-10-12
gdalBindings,0.1.23,2024-11-10 02:43:07,human,UL,2024-04-22
gdalraster,1.0.0,2024-11-10 02:43:07,human,UL,2023-05-05
gifski,1.12.0-2,2024-11-10 02:43:07,human,UL,2023-08-09
ideanet,1.0.0,2024-11-10 02:43:07,newbies,NA,2024-11-09 17:44:00
ig.degree.betweenness,0.1.0,2024-11-10 02:43:07,newbies,NA,2024-11-07 20:17:00
imanr,1.0.2,2024-11-10 02:43:07,human,UL,2024-06-19 12:02:00
laminr,0.1.0,2024-11-10 02:43:07,newbies,NA,2024-11-07 15:08:00
lnmixsurv,3.1.3,2024-11-10 02:43:07,human,UL,2024-08-23 12:10:00
luajr,0.1.6,2024-11-10 02:43:07,human,UL,2024-02-23
maicplus,0.1.0,2024-11-10 02:43:07,newbies,NA,2024-11-07 13:15:00
mdsdt,1.3,2024-11-10 02:43:07,human,UL,2023-10-15
moderate.mediation,0.0.7,2024-11-10 02:43:07,human,UL,2023-11-27
necountries,0.1-1,2024-11-10 02:43:07,newbies,NA,2024-11-08 07:37:00
ottr,1.5.1,2024-11-10 02:43:07,pretest,NA,2024-11-10 02:21:00
pan,1.9,2024-11-10 02:43:07,human,UL,2024-07-26 15:34:00
pannotator,1.0.0.4,2024-11-10 02:43:07,newbies,NA,2024-11-08 13:00:00
photon,0.3.1,2024-11-10 02:43:07,newbies,NA,2024-11-07 22:42:00
phylolm.hp,0.0-1,2024-11-10 02:43:07,pretest,NA,2024-11-09 06:47:00
pretest,0.2,2024-11-10 02:43:07,human,UL,2023-10-16
psc,1.0.0,2024-11-10 02:43:07,newbies,NA,2024-11-09 15:08:00
rjaf,0.1.0,2024-11-10 02:43:07,newbies,NA,2024-11-08 01:37:00
sccore,1.0.3,2024-11-10 02:43:07,human,UL,2023-03-12
semaphore,1.0.1,2024-11-10 02:43:07,newbies,NA,2024-11-08 18:49:00
speakeasyR,0.1.2,2024-11-10 02:43:07,human,UL,2024-07-26 15:54:00
suttecekdata,0.1.0,2024-11-10 02:43:07,newbies,NA,2024-11-09 05:28:00
textAnnotatoR,0.1.3,2024-11-10 02:43:07,newbies,NA,2024-11-07 21:58:00
tictoc,1.2,2024-11-10 02:43:07,human,UL,2024-02-22
vivid,0.2.6,2024-11-10 02:43:07,human,UL,2023-04-03
