package,version,snapshot_time,folder,subfolder,submission_time
BaSkePro,0.1.0,2022-02-16 18:20:17,newbies,NA,2022-02-16 14:45:00
bigsnpr,1.9.11,2022-02-16 18:20:17,recheck,NA,2022-02-16 09:23:00
campsis,1.2.0,2022-02-16 18:20:17,newbies,NA,2022-02-16 13:50:00
cassowaryr,1.0.1,2022-02-16 18:20:17,waiting,NA,2022-02-02 04:14:00
clustAnalytics,0.3,2022-02-16 18:20:17,newbies,NA,2022-02-16 15:29:00
contribution,0.2.1,2022-02-16 18:20:17,waiting,NA,2022-02-13 01:46:00
eggCounts,2.3-2,2022-02-16 18:20:17,waiting,NA,2022-02-16 07:20:00
fido,1.0.0,2022-02-16 18:20:17,newbies,NA,2022-02-15 20:29:00
frictionless,1.0.0,2022-02-16 18:20:17,newbies,NA,2022-02-16 14:40:00
geobr,1.6.6,2022-02-16 18:20:17,waiting,NA,2022-02-04 14:04:00
getspanel,0.1.0,2022-02-16 18:20:17,newbies,NA,2022-02-16 16:26:00
insight,0.16.0,2022-02-16 18:20:17,waiting,NA,2022-02-16 09:25:00
irboost,0.1-1.1,2022-02-16 18:20:17,newbies,NA,2022-02-16 02:47:00
isotracer,1.1.2,2022-02-16 18:20:17,waiting,NA,2022-02-16 16:57:00
MazamaTimeSeries,0.2.2,2022-02-16 18:20:17,newbies,NA,2022-02-16 01:54:00
multiUS,1.1.0,2022-02-16 18:20:17,newbies,NA,2022-02-16 09:09:00
PDMIF,0.1.0,2022-02-16 18:20:17,newbies,NA,2022-02-16 12:53:00
rankFD,0.1.1,2022-02-16 18:20:17,inspect,NA,2022-02-10 21:17:00
respR,2.0.0,2022-02-16 18:20:17,newbies,NA,2022-02-16 10:52:00
Rfast,2.0.6,2022-02-16 18:20:17,recheck,NA,2022-02-15 12:43:00
supercells,0.8.0,2022-02-16 18:20:17,newbies,NA,2022-02-15 19:04:00
terra,1.5-21,2022-02-16 18:20:17,waiting,NA,2022-02-15 19:46:00
torch,0.7.0,2022-02-16 18:20:17,pending,NA,2022-02-15 16:37:00
vmdTDNN,0.1.0,2022-02-16 18:20:17,newbies,NA,2022-02-16 11:52:00
water,0.8.4,2022-02-16 18:20:17,inspect,NA,2022-02-16 15:52:00
