package,version,snapshot_time,folder,subfolder,submission_time
APCalign,0.1.0,2023-08-08 12:19:30,newbies,NA,2023-08-08 01:20:00
BiocManager,1.30.22,2023-08-08 12:19:30,waiting,NA,2023-08-07 22:17:00
CARBayes,6.0,2023-08-08 12:19:30,pretest,NA,2023-08-08 11:52:00
CINNA,1.2.2,2023-08-08 12:19:30,newbies,NA,2023-08-08 11:06:00
Covid19Wastewater,1.0.0,2023-08-08 12:19:30,newbies,NA,2023-08-08 00:08:00
DRquality,0.2.0,2023-08-08 12:19:30,newbies,NA,2023-08-08 07:04:00
DeclareDesign,1.0.4,2023-08-08 12:19:30,recheck,NA,2023-08-08 02:35:00
EpiNow2,1.3.3,2023-08-08 12:19:30,human,UL,2022-11-01
FMAT,2023.8,2023-08-08 12:19:30,newbies,NA,2023-08-08 01:39:00
HOasso,1.0.0,2023-08-08 12:19:30,newbies,NA,2023-08-08 11:05:00
LTAR,0.1.0,2023-08-08 12:19:30,newbies,NA,2023-08-07 20:24:00
MBNMAdose,0.4.2,2023-08-08 12:19:30,inspect,NA,2023-08-08 09:34:00
MMOC,0.1.1.0,2023-08-08 12:19:30,newbies,NA,2023-08-07 18:21:00
Matrix,1.6-1,2023-08-08 12:19:30,waiting,NA,2023-08-08 10:03:00
MortalityLaws,2.0.3,2023-08-08 12:19:30,newbies,NA,2023-08-07 21:58:00
PiC,0.1.8,2023-08-08 12:19:30,newbies,NA,2023-08-08 09:18:00
RTMB,1.0,2023-08-08 12:19:30,newbies,NA,2023-08-07 17:43:00
Rfast,2.0.8,2023-08-08 12:19:30,human,UL,2023-06-25 17:58:00
Rmpfr,0.9-3,2023-08-08 12:19:30,recheck,NA,2023-08-08 10:47:00
Rtrack,2.0.1,2023-08-08 12:19:30,inspect,NA,2023-08-07 14:58:00
SpatialRDD,0.1.0,2023-08-08 12:19:30,newbies,NA,2023-08-07 22:31:00
Tri.Hierarchical.IBDs,1.0.0,2023-08-08 12:19:30,newbies,NA,2023-08-08 07:02:00
