package,version,snapshot_time,folder,subfolder
fddm,0.1-2,2020-10-09 12:15:56,pending,NA
FFdownload,1.0.2,2020-10-09 12:15:56,newbies,NA
fflr,0.3.6,2020-10-09 12:15:56,newbies,NA
fields,11.6,2020-10-09 12:15:56,recheck,NA
findInFiles,0.1.0,2020-10-09 12:15:56,newbies,NA
frailtypack,3.3.2,2020-10-09 12:15:56,pending,NA
fxTWAPLS,0.0.2,2020-10-09 12:15:56,newbies,NA
GARCOM,1.2.0,2020-10-09 12:15:56,newbies,NA
GCSM,0.1.0,2020-10-09 12:15:56,newbies,NA
gert,1.0.1,2020-10-09 12:15:56,inspect,NA
giscoR,0.1.0,2020-10-09 12:15:56,newbies,NA
groundhog,1.0.0,2020-10-09 12:15:56,newbies,NA
groupr,0.1.0,2020-10-09 12:15:56,newbies,NA
gsisdecoder,0.0.1,2020-10-09 12:15:56,newbies,NA
healthfinance,0.1.0,2020-10-09 12:15:56,newbies,NA
hutilscpp,0.5.1,2020-10-09 12:15:56,pending,NA
IBMPopSim,0.3.0,2020-10-09 12:15:56,newbies,NA
ICSsmoothing,1.2.3,2020-10-09 12:15:56,newbies,NA
imbibe,0.1.0,2020-10-09 12:15:56,newbies,NA
IPDfromKM,0.1.10,2020-10-09 12:15:56,newbies,NA
isoreader,1.2.4,2020-10-09 12:15:56,newbies,NA
JSconsole,0.1.0,2020-10-09 12:15:56,newbies,NA
klsh,0.1.0,2020-10-09 12:15:56,newbies,NA
libproj,7.1.0-3,2020-10-09 12:15:56,newbies,NA
mappoly,0.2.0,2020-10-09 12:15:56,newbies,NA
marmap,1.0.5,2020-10-09 12:15:56,inspect,NA
mastif,1.0.1,2020-10-09 12:15:56,inspect,NA
mbmixture,0.2-4,2020-10-09 12:15:56,newbies,NA
mco,1.15.6,2020-10-09 12:15:56,waiting,NA
MCPtests,1.0,2020-10-09 12:15:56,newbies,NA
metaRNASeq,1.0.3,2020-10-09 12:15:56,recheck,NA
mexhaz,1.10,2020-10-09 12:15:56,pending,NA
MGDrivE2,1.0.0,2020-10-09 12:15:56,newbies,NA
mixedCCA,1.4.2,2020-10-09 12:15:56,waiting,NA
MKclass,0.3,2020-10-09 12:15:56,newbies,NA
mlr3hyperband,0.1.0,2020-10-09 12:15:56,waiting,NA
mlr3misc,0.6.0,2020-10-09 12:15:56,waiting,NA
MMDCopula,0.1.0,2020-10-09 12:15:56,newbies,NA
modeltime.ensemble,0.2.0,2020-10-09 12:15:56,publish,NA
mutSigMapper,1.0.0,2020-10-09 12:15:56,newbies,NA
N2R,0.1.1,2020-10-09 12:15:56,pending,NA
nsga3r,0.1.1,2020-10-09 12:15:56,inspect,NA
OptiLCMS,0.99.0,2020-10-09 12:15:56,newbies,NA
packDAMipd,0.1.0,2020-10-09 12:15:56,newbies,NA
PDE,1.0.0,2020-10-09 12:15:56,newbies,NA
plethem,1.1.0,2020-10-09 12:15:56,newbies,NA
PortalHacienda,0.1.5,2020-10-09 12:15:56,inspect,NA
pould,1.0.1,2020-10-09 12:15:56,newbies,NA
POV,0.1.1,2020-10-09 12:15:56,newbies,NA
PressPurt,1.0.2,2020-10-09 12:15:56,newbies,NA
prWarp,1.0.0,2020-10-09 12:15:56,newbies,NA
qqr,0.0.1,2020-10-09 12:15:56,newbies,NA
r5r,0.2-0,2020-10-09 12:15:56,pending,NA
ragg,1.0.0,2020-10-09 12:15:56,inspect,NA
rameritrade,0.1.4,2020-10-09 12:15:56,newbies,NA
rapsimng,0.1.0,2020-10-09 12:15:56,newbies,NA
RcppBigIntAlgos,0.3.3,2020-10-09 12:15:56,pending,NA
redist,2.0.2,2020-10-09 12:15:56,pending,NA
rEDM,1.6.1,2020-10-09 12:15:56,pending,NA
rfacts,0.0.2,2020-10-09 12:15:56,newbies,NA
ribiosUtils,1.5-18,2020-10-09 12:15:56,newbies,NA
ripserr,0.1.1,2020-10-09 12:15:56,pending,NA
RRBoost,0.1,2020-10-09 12:15:56,newbies,NA
sccore,0.1.1,2020-10-09 12:15:56,pending,NA
scoringTools,0.1.0,2020-10-09 12:15:56,newbies,NA
SE.EQ,1.0,2020-10-09 12:15:56,newbies,NA
sftrack,0.5,2020-10-09 12:15:56,inspect,NA
shinypanel,0.1.2,2020-10-09 12:15:56,newbies,NA
SimSurvNMarker,0.1.1,2020-10-09 12:15:56,newbies,NA
singcar,0.1.0,2020-10-09 12:15:56,newbies,NA
SoundShape,1.0,2020-10-09 12:15:56,inspect,NA
sparta,0.5.0,2020-10-09 12:15:56,newbies,NA
SSHAARP,1.0.1,2020-10-09 12:15:56,inspect,NA
storr,1.2.3,2020-10-09 12:15:56,waiting,NA
stringdist,0.9.6.3,2020-10-09 12:15:56,recheck,NA
survivalmodels,0.1.0,2020-10-09 12:15:56,newbies,NA
survivalMPLdc,0.1.0,2020-10-09 12:15:56,newbies,NA
TAP.HCPA,0.1.0,2020-10-09 12:15:56,newbies,NA
thorn,0.1.0,2020-10-09 12:15:56,newbies,NA
tidyCpp,0.0.1,2020-10-09 12:15:56,newbies,NA
vasicek,0.0.1,2020-10-09 12:15:56,newbies,NA
vein,0.9.0.1,2020-10-09 12:15:56,pending,NA
vfinputs,0.1.0,2020-10-09 12:15:56,newbies,NA
vinereg,0.7.1,2020-10-09 12:15:56,pending,NA
vlad,0.2.1,2020-10-09 12:15:56,human,UL
