package,version,snapshot_time,folder,subfolder
quarks,1.0.0,2021-02-15 16:15:05,newbies,NA
rando,0.2.0,2021-02-15 16:15:05,newbies,NA
raveio,0.0.4,2021-02-15 16:15:05,pending,NA
rBDAT,0.9.4,2021-02-15 16:15:05,newbies,NA
reproducible,1.2.5,2021-02-15 16:15:05,waiting,NA
rgl,0.105.13,2021-02-15 16:15:05,pretest,NA
rKOMICS,1.0,2021-02-15 16:15:05,newbies,NA
rnrfa,2.0.4,2021-02-15 16:15:05,publish,NA
ROCket,1.0.1,2021-02-15 16:15:05,pending,NA
rsyncrosim,1.2.9,2021-02-15 16:15:05,pretest,NA
RxODE,1.0.3,2021-02-15 16:15:05,pending,NA
SLBDD,0.0.1,2021-02-15 16:15:05,newbies,NA
spatstat.gui,1.2-0,2021-02-15 16:15:05,waiting,NA
spiR,0.2.1,2021-02-15 16:15:05,waiting,NA
spsUtil,0.1.0,2021-02-15 16:15:05,newbies,NA
sta,0.1.5,2021-02-15 16:15:05,newbies,NA
statcanR,0.2.1,2021-02-15 16:15:05,waiting,NA
support,0.1.5,2021-02-15 16:15:05,pending,NA
telemac,0.1.0,2021-02-15 16:15:05,newbies,NA
tiff,0.1-7,2021-02-15 16:15:05,waiting,NA
trigger,1.0.1,2021-02-15 16:15:05,waiting,NA
truthiness,1.2.4,2021-02-15 16:15:05,newbies,NA
tsibble,1.0.0,2021-02-15 16:15:05,waiting,NA
vein,0.9.1.2,2021-02-15 16:15:05,pending,NA
vitae,0.4.2,2021-02-15 16:15:05,pending,NA
vmr,0.0.1,2021-02-15 16:15:05,newbies,NA
WGCNA,1.70-1,2021-02-15 16:15:05,waiting,NA
zoolog,0.2.1,2021-02-15 16:15:05,newbies,NA
