package,version,snapshot_time,folder,subfolder
smfishHmrf,0.1,2020-10-28 07:15:12,newbies,NA
SoundShape,1.0,2020-10-28 07:15:12,newbies,NA
starwarsdb,0.1.1,2020-10-28 07:15:12,newbies,NA
strm,0.1.1,2020-10-28 07:15:12,newbies,NA
sureLDA,0.1.0-1,2020-10-28 07:15:12,newbies,NA
swdpwr,1.2,2020-10-28 07:15:12,pending,NA
SymbolicDeterminants,1.0.1,2020-10-28 07:15:12,newbies,NA
synthesis,1.2.0,2020-10-28 07:15:12,newbies,NA
testthat,3.0.0,2020-10-28 07:15:12,waiting,NA
tfarima,0.0.1,2020-10-28 07:15:12,newbies,NA
tidypredict,0.4.8,2020-10-28 07:15:12,recheck,NA
tidyseurat,0.1.11,2020-10-28 07:15:12,newbies,NA
tinylabels,0.1.0,2020-10-28 07:15:12,newbies,NA
tktdjl2r,0.1.0,2020-10-28 07:15:12,newbies,NA
tlsh,0.1.0,2020-10-28 07:15:12,newbies,NA
tongfen,0.3,2020-10-28 07:15:12,newbies,NA
torchvision,0.1.0,2020-10-28 07:15:12,newbies,NA
TPLSr,1.0.1,2020-10-28 07:15:12,newbies,NA
ts.extend,0.1.0,2020-10-28 07:15:12,newbies,NA
ukgasapi,0.21,2020-10-28 07:15:12,newbies,NA
viscomplexr,1.0.1,2020-10-28 07:15:12,newbies,NA
vlad,0.2.1,2020-10-28 07:15:12,human,UL
vprr,0.1.0,2020-10-28 07:15:12,newbies,NA
xmlconvert,0.1.0,2020-10-28 07:15:12,newbies,NA
yotover,0.1,2020-10-28 07:15:12,newbies,NA
