package,version,snapshot_time,folder,subfolder,submission_time
abmR,1.0.5,2022-03-30 11:20:39,pending,NA,2022-03-29 13:39:00
ACV,1.0.1,2022-03-30 11:20:39,newbies,NA,2022-03-30 07:08:00
bbotk,0.5.2,2022-03-30 11:20:39,waiting,NA,2022-03-28 07:59:00
FlywayNet,0.1.1,2022-03-30 11:20:39,waiting,NA,2022-03-14 17:25:00
KODAMA,1.9,2022-03-30 11:20:39,inspect,NA,2022-03-29 13:49:00
MCMCpack,1.6-2,2022-03-30 11:20:39,pending,NA,2022-03-29 13:09:00
mlr3proba,0.4.6,2022-03-30 11:20:39,pending,NA,2022-03-28 20:45:00
MLVSBM,0.2.3,2022-03-30 11:20:39,pretest,NA,2022-03-30 09:19:00
PDFEstimator,3.2.1,2022-03-30 11:20:39,pending,NA,2022-03-29 22:11:00
plgp,1.1-8,2022-03-30 11:20:39,waiting,NA,2022-03-29 22:33:00
PMAPscore,0.1.0,2022-03-30 11:20:39,newbies,NA,2022-03-30 09:00:00
RAMClustR,1.2.3,2022-03-30 11:20:39,waiting,NA,2022-03-29 11:49:00
robcp,0.3.5,2022-03-30 11:20:39,pending,NA,2022-03-29 13:45:00
rstantools,2.2.0,2022-03-30 11:20:39,waiting,NA,2022-03-23 20:18:00
sinew,0.4.0,2022-03-30 11:20:39,waiting,NA,2022-03-27 20:02:00
smooth,3.1.6,2022-03-30 11:20:39,pending,NA,2022-03-29 18:24:00
socialranking,0.1.0,2022-03-30 11:20:39,inspect,NA,2022-03-30 07:51:00
texPreview,2.0.0,2022-03-30 11:20:39,waiting,NA,2022-03-29 01:00:00
tippy,1.0.0,2022-03-30 11:20:39,waiting,NA,2022-03-26 17:50:00
