package,version,snapshot_time,folder,subfolder,submission_time
ActisoftR,0.0.2,2025-01-30 18:18:48,human,UL,2024-09-11 07:51:00
BIOMASS,2.1.12,2025-01-30 18:18:48,pending,NA,2025-01-21 18:12:00
BSTZINB,2.0.0,2025-01-30 18:18:48,inspect,NA,2025-01-30 15:25:00
BiasedUrn,2.0.12,2025-01-30 18:18:48,human,UL,2024-05-11
DDPstar,1.0-1,2025-01-30 18:18:48,newbies,NA,2025-01-30 12:43:00
DFA,1.0.0,2025-01-30 18:18:48,human,UL,2024-02-17
DIDmultiplegtDYN,1.0.3,2025-01-30 18:18:48,human,UL,2024-02-22
EpiNow2,1.3.3,2025-01-30 18:18:48,human,UL,2022-11-01
FDZ.tables,1.1.1.0,2025-01-30 18:18:48,newbies,NA,2025-01-30 15:18:00
HetSeq,0.1.0,2025-01-30 18:18:48,newbies,NA,2025-01-29 16:27:00
HiGarrote,1.0.2,2025-01-30 18:18:48,waiting,NA,2025-01-29 20:25:00
LogicForest,2.1.0,2025-01-30 18:18:48,human,UL,2024-03-08
LogicForest,2.1.1,2025-01-30 18:18:48,human,UL,2024-03-12
MIC,1.0.0,2025-01-30 18:18:48,newbies,NA,2025-01-30 17:09:00
MOdependent,0.1.0,2025-01-30 18:18:48,newbies,NA,2025-01-29 21:42:00
MultiGrey,0.1.0,2025-01-30 18:18:48,human,BA,2025-01-28 07:21:00
RcppPlanc,1.0.0,2025-01-30 18:18:48,human,UL,2024-02-23
Rfast,2.0.8,2025-01-30 18:18:48,human,UL,2023-06-25
SIAtools,0.1.2,2025-01-30 18:18:48,inspect,NA,2025-01-30 17:02:00
SubgrpID,0.11,2025-01-30 18:18:48,human,UL,2024-01-17
SynergyLMM,1.0.0,2025-01-30 18:18:48,newbies,NA,2025-01-30 13:27:00
TreatmentPatterns,2.6.8,2025-01-30 18:18:48,human,UL,2024-08-23 14:15:00
VFP,1.4.3,2025-01-30 18:18:48,human,UL,2025-01-23 17:37:00
VIGoR,1.1.4,2025-01-30 18:18:48,human,UL,2024-05-28
WimpTools,1.0.0,2025-01-30 18:18:48,newbies,NA,2025-01-30 10:25:00
YEAB,1.0.6,2025-01-30 18:18:48,newbies,NA,2025-01-30 03:52:00
adbcpostgresql,0.8.0,2025-01-30 18:18:48,human,UL,2023-11-10
animint2,2023.3.10,2025-01-30 18:18:48,human,UL,2023-03-12
backtestGraphics,0.1.6,2025-01-30 18:18:48,human,UL,2024-12-20 10:18:00
blockcluster,4.5.5,2025-01-30 18:18:48,human,UL,2024-02-23
cargo,0.3.12,2025-01-30 18:18:48,human,UL,2022-09-28
cgalMeshes,2.2.0,2025-01-30 18:18:48,human,UL,2023-06-24
climate,1.1.0,2025-01-30 18:18:48,human,UL,2022-10-12
clpAPI,1.3.2,2025-01-30 18:18:48,human,UL,2022-10-21
coala,0.7.1,2025-01-30 18:18:48,human,UL,2022-12-30
compdb,0.0.1,2025-01-30 18:18:48,newbies,NA,2025-01-30 11:13:00
connectcreds,0.1.0,2025-01-30 18:18:48,newbies,NA,2025-01-30 03:25:00
connections,0.1.1,2025-01-30 18:18:48,human,UL,2023-12-15
cplexAPI,1.5.1,2025-01-30 18:18:48,human,UL,2022-10-21
distanceHD,1.0,2025-01-30 18:18:48,newbies,NA,2025-01-29 16:51:00
dodgr,0.2.21,2025-01-30 18:18:48,human,UL,2023-06-01
dritools,0.1.0,2025-01-30 18:18:48,newbies,NA,2025-01-29 17:57:00
et.nwfva,0.1.1,2025-01-30 18:18:48,human,UL,2022-11-22
evenBreak,1.0,2025-01-30 18:18:48,human,UL,2024-10-06 23:26:00
factset.protobuf.stachextensions,1.0.2,2025-01-30 18:18:48,human,UL,2022-11-18
fkbma,0.1.0,2025-01-30 18:18:48,newbies,NA,2025-01-30 00:02:00
fritools,4.0.0,2025-01-30 18:18:48,human,UL,2022-10-12
gdalBindings,0.1.23,2025-01-30 18:18:48,human,UL,2024-04-22
gdalraster,1.0.0,2025-01-30 18:18:48,human,UL,2023-05-05
ggfootball,0.1.0,2025-01-30 18:18:48,newbies,NA,2025-01-29 10:15:00
ggsurveillance,0.1.1,2025-01-30 18:18:48,newbies,NA,2025-01-29 08:53:00
gifski,1.12.0-2,2025-01-30 18:18:48,human,UL,2023-08-09
gimap,1.0.1,2025-01-30 18:18:48,newbies,NA,2025-01-30 17:54:00
gofigR,0.2.1,2025-01-30 18:18:48,newbies,NA,2025-01-29 22:12:00
hardhat,1.4.1,2025-01-30 18:18:48,waiting,NA,2025-01-29 16:09:00
hrf,0.1.3,2025-01-30 18:18:48,newbies,NA,2025-01-29 21:48:00
imanr,1.0.2,2025-01-30 18:18:48,human,UL,2024-06-19
